Earthquake_Magnitude,Ocean_Depth,Proximity_to_Plate_Boundary,Seafloor_Displacement,Coastal_Population_Density,Wave_Energy,Distance_from_Epicenter,Tsunami
8.4661324904,74.0891871531,0.9778536935,2.8050819363,293.8233545691,216.7468708146,86.3786591405,1
8.2587311964,138.4084495087,0.6153478406,4.7075189375,940.9697151141,119.3856929903,105.1380889509,1
8.6317772102,100.0218410151,0.0395575066,4.6273488212,684.2385683478,379.2282185614,319.0699512581,1
8.1411264487,32.1576160677,0.4271124464,2.1587899363,952.8612926686,290.0683464091,158.6295871784,1
9.0326081422,84.7333170357,0.310034024,8.3077096815,880.436935901,369.2032665155,23.4822112038,1
8.6326457603,119.2283385596,0.1365030121,3.0580367625,894.2455945613,108.0486887412,376.363568913,1
8.447546585,78.0803806491,0.0070965325,8.3745840787,423.8424105729,316.3062525202,338.6503431678,1
8.9052591529,144.2774076474,0.5313399532,4.5974759588,958.3332638425,356.8440940102,149.0751781383,1
7.7529284908,129.5320851905,0.3621816028,6.9442274923,523.7347774293,179.571911918,300.8433043102,1
7.6213661379,73.7345197833,0.5466149397,4.9244227671,773.8049577259,431.1699818181,385.6215370166,1
7.5776258956,45.236740158,0.5366075093,9.413398364,851.4610975469,437.0138033407,151.6040968798,1
8.3588957942,81.1917731511,0.1573715833,1.2796131722,952.2126095145,196.2850342654,119.9744518618,1
7.6667581075,140.7060077527,0.5797371149,7.0033317141,920.4191985367,238.2480675603,310.753655569,1
4.1357980916,1015.1853883325,2.6624916102,0.7667683563,105.1928074371,75.3621255548,1207.0425370411,0
4.0008435164,1282.0972465863,1.4164636172,0.2504829467,241.77175276,55.9347713093,625.5862474853,0
5.7649221128,4341.6606782264,1.4826994077,0.0785362428,106.9214207549,149.530364913,1236.1739259812,0
6.8587767935,4802.0015232853,2.5853249535,0.6038030788,148.0024764157,8.0138172697,1973.3473639839,0
5.342183929,845.9182481926,2.3334177108,0.2842882891,175.7334812793,117.3535815689,1057.7406955349,0
6.9264151544,1398.3386016217,1.8972651832,0.5376921286,199.0874162302,156.7943701011,971.172380893,0
6.2611643043,837.9936700357,2.8652962011,0.3830588064,218.8564265929,4.0682163764,648.8181429382,0
5.7047889051,4403.4370918885,2.0545102999,0.9298704823,145.1390689748,98.0898193472,503.5695404509,0
6.8092968545,1310.1305210886,2.7992249787,0.9108242203,282.9930335622,104.0460978206,1451.0594341322,0
6.7248055802,741.9716313873,2.20191439,0.0342979013,149.2698250166,30.968536324,610.9689741355,0
5.2776664834,2218.9421169109,2.2463448491,0.0744284184,151.1075283712,36.5250260506,1275.757797554,0
6.2309161429,2827.875357109,2.476591021,0.3356092442,229.5319774899,86.5534163416,1123.1136471484,0
6.2683574454,189.9560815962,2.3079884428,0.6185851491,92.954135026,17.1588569799,454.5902648522,0
7.2312831144,3477.4686740066,1.2542052275,0.3567231693,177.7448981705,167.1143410181,374.2235788121,0
4.8282159601,4459.7700524474,1.0183311004,0.2013991028,287.7072527919,122.6803693044,744.8413232838,0
4.2344688304,238.1375681914,1.4894901593,0.8814858196,124.7740962893,144.0666738332,1861.0845601459,0
5.4281416156,1037.2591180833,2.0342358617,0.9080836871,241.3123242413,13.1659686726,1477.3737601319,0
6.0016413286,4546.5695640975,1.2449628337,0.5340361132,263.8388080536,82.0047573483,1119.3913601459,0
4.2466123718,1462.9038381997,1.6490132983,0.9451224487,84.8002081623,92.1737470539,1441.2175200593,0
4.5676418034,2483.5676969952,2.477078079,0.866855213,187.8777823987,133.8107030634,514.6819033938,0
7.3102177404,749.612979674,2.5493458744,0.2648163218,280.0779431104,143.9919078739,1581.4833120632,0
4.7667071057,2270.8958855123,2.2356263892,0.7699736182,31.1878127737,192.4730632909,1813.3751399428,0
4.9462200667,4131.5251908584,2.0366478461,0.4618064816,94.3302317434,116.1937173263,1540.8115000961,0
5.4382651674,3183.1740457406,2.3986258423,0.711121817,15.5898294394,171.949561137,1079.0306351006,0
4.9184562859,1284.6460866504,1.9660282257,0.8868315395,113.5042745048,149.9451493567,464.5918426783,0
5.6661984575,4959.2620879244,2.5408756056,0.2105284884,150.4324421094,46.7249527297,996.2535763463,0
6.7302940831,3879.001594923,1.4562007558,0.9222233182,177.7704548294,75.9848581924,1153.2904873275,0
6.117749387,2843.4636060444,1.9728100711,0.5049328041,52.9235731284,162.5465808609,1220.9925438997,0
4.458779516,3854.1697977556,2.8648879568,0.9473068992,110.7053197234,27.1033747122,1181.2793652762,0
4.3941323027,4676.5383507118,1.3671592547,0.25276586,121.9909580655,76.6328937118,1650.9269170764,0
5.5971088719,936.7644740164,1.534419791,0.5091133852,44.2361752278,122.3311351292,1261.770421137,0
6.5014581073,4694.7526153589,2.8245091222,0.9460756181,73.4146791071,26.3130613279,813.870390844,0
7.1327981047,4863.0620256551,2.7186499021,0.1100177211,284.2283994179,84.6716054702,315.827494296,0
5.5483780926,325.7389314098,2.0877558423,0.3385540274,142.0304800782,122.6340721486,1776.9618628903,0
6.3166555177,2226.8394555431,2.6388557073,0.9055821376,35.9279899297,106.3865955106,783.6703315622,0
4.1647141926,3375.8788060585,2.7255415549,0.1629026545,243.7240972872,170.6791467074,1854.378752533,0
4.9284978118,4529.3700194305,1.6413255095,0.5523380135,15.1522412497,8.7762176737,1524.6344616448,0
5.5556799229,1355.8326393092,1.380826992,0.6699534909,0.1204632076,161.1782338394,434.7243304209,0
4.6702136522,1992.5583369655,1.9697174794,0.3549951158,96.2136494953,192.7832024146,1390.6854581138,0
4.0820153438,2207.8619513771,2.7500173995,0.3014561864,28.3669034323,151.676954318,1330.2235142913,0
5.9960937774,362.5251420763,1.2809980196,0.6225493962,62.3471524377,100.8140159497,1226.29886625,0
4.9922751659,4747.2832621533,2.6849282137,0.7223735076,23.3981599228,21.2260038618,1137.7282879704,0
4.5624967222,4893.5007712944,1.3170404681,0.4874678355,109.2363170525,127.8772842908,519.361895112,0
5.5061074981,1446.054660755,2.7755030493,0.0405857121,274.1182482019,166.5988277106,805.8702179494,0
6.7625172914,252.9464456599,2.9337311006,0.5265949426,90.9843078196,72.5166425189,412.8891008828,0
7.4627232991,292.5305312384,2.3098142463,0.4427359277,284.6748654566,49.1999480614,1204.5476006946,0
5.68824673,3544.0455758455,1.1360204639,0.19378913,64.3694460279,147.6301509683,621.5357837555,0
6.0072211736,1154.6947204547,2.7232499002,0.9421854545,155.5478924827,70.4617768418,697.8982175297,0
4.1742335053,1415.6503733677,2.3084715599,0.5336169313,283.2123834843,79.2554524983,1479.5676819583,0
5.7126296162,2611.6234580286,1.5355486292,0.4549507768,141.2354991038,141.3285043498,1899.0879986164,0
5.1526244712,306.7822960484,1.992590251,0.5444613321,50.5321653396,152.0929212552,1974.3794843505,0
7.3102115095,1065.8195902359,2.7507264798,0.7044936364,136.1539691421,108.1221988649,1744.3202974702,0
5.6804722887,1928.7161086151,1.9864949861,0.579129804,56.7232961335,180.1815460534,1446.1178130104,0
6.2164412107,587.5315082851,2.2083478763,0.1209606622,23.6093025586,105.4621791285,984.735407879,0
6.0608359455,537.1886234805,1.8619661257,0.174786715,296.1300257772,112.230042487,1468.6426635995,0
5.1389639824,564.2206824188,2.9517417256,0.2862590354,127.1424555521,129.9727843405,341.9854060664,0
6.8359069568,2729.2331311402,1.5564343741,0.0616079853,48.7495246423,179.0067717707,1466.241180691,0
4.8746560257,421.4437482306,2.3812306248,0.572407726,121.3558573375,72.722289838,668.5842690795,0
6.3436393979,4856.27333619,1.3514304917,0.59711662,127.2555167238,89.3377443489,732.0503762173,0
6.8879720648,2477.7524603215,2.0868117044,0.3047609128,54.5425397001,17.1820776406,1514.0025395724,0
4.6868199859,3481.3692355251,1.7807528921,0.415774801,140.7532488278,73.5417016255,471.0539612784,0
5.083711335,3352.2983674003,2.3315688029,0.2862243072,138.0307879673,38.6894456024,657.6325386007,0
4.0806648094,4494.058094548,1.4214133301,0.2275338769,83.8804297935,25.4816143391,1386.7469014083,0
4.2630003361,757.5918889991,2.2895134532,0.3396606205,212.3843480104,111.484948934,735.2359942046,0
6.2778978267,669.7410334351,2.0728207662,0.437148105,80.3620748452,120.8009995479,1781.2671069785,0
7.4961664492,3078.0375668428,1.8094117487,0.2252071002,77.1288268185,95.89099563,924.3720921772,0
7.1983508292,1904.647791513,1.7468891823,0.3835345124,250.9860631103,130.1576641694,1344.0870455421,0
5.1695005783,4107.730466479,1.0767277227,0.8707971723,153.8249699382,79.6500469727,1145.1843772201,0
6.3359543569,162.5505899377,2.7431037129,0.4467395253,102.88995591,27.6491131268,1047.0911364094,0
5.7371296995,2077.8688030181,2.3573201877,0.4208965288,288.425273354,119.8555035647,1672.7124906083,0
4.3827456609,2046.7273354349,1.6736954029,0.5694823881,258.3340560184,15.6676435524,423.377156676,0
6.9761119786,1142.965421588,2.3375065089,0.5428781324,249.8680784662,25.0177819673,520.6310417284,0
5.948864261,4737.255401456,1.8299955167,0.3269421003,182.0067969594,186.089720109,1722.7773158359,0
7.4841926376,210.5860576916,1.2257162894,0.6094677634,246.1729318002,57.0488684614,706.6588496582,0
6.7544152978,376.2710838808,1.7387652952,0.5058092226,168.1046023051,145.7230313586,903.2377298321,0
6.1443952064,2968.3395716757,2.0952322013,0.6404832931,77.8347513204,16.9297507169,502.7618424676,0
4.7860383393,2550.9698840617,2.6808855011,0.7012933421,236.7121812606,70.1951247852,987.9113608025,0
5.377886601,1040.1786035821,1.1224333163,0.5909160928,296.7650050262,33.3659409901,379.3641938288,0
6.7283608864,1337.6714327552,2.6592876107,0.703936667,283.7020611152,81.7854471513,1425.3487270661,0
5.6269917328,3189.8846168119,1.899197812,0.1886322464,152.369224801,105.7168402875,1678.0265420423,0
6.5743224703,3352.5789573131,1.2267741911,0.7206162907,150.0915469064,178.8199072212,1863.7805880219,0
4.1930480671,4121.143645737,1.0753947808,0.3671696257,162.6899926863,29.6201597254,1568.7334813674,0
4.0292414646,926.1353373268,2.1615936597,0.714387562,274.9929308082,141.0993303869,1442.0247594333,0
5.3801940122,106.2936850813,1.2403185175,0.5345545448,202.5389657533,83.4896567793,1542.1543195983,0
5.8265180337,463.4633584121,1.3840325019,0.8399982232,217.4738239873,178.9523974025,499.8473235056,0
7.4657788712,1126.0928983547,1.0235597526,0.9974229391,84.3221656335,133.6038905025,600.3599340997,0
6.0307998627,4529.7714336273,1.6403623349,0.670253976,56.3710766395,124.9590797437,871.9655980898,0
4.7392289051,1634.5920484478,1.357682137,0.9019161078,119.1560658951,49.0558609949,1062.2933297271,0
5.1218765838,3747.6543436853,2.9424398238,0.4380336567,258.3100199917,113.1726147119,567.3006306602,0
6.4171795973,2615.8290359165,2.3012130465,0.8896874126,132.1303711968,180.2355246435,1576.1373242788,0
5.7101172406,3055.788464724,1.651162265,0.9835972997,200.2053489151,8.7693704993,855.2572397716,0
6.1816005182,376.0330612163,1.0477683826,0.4500242395,99.8070539078,87.6597216066,746.578626796,0
4.5765121143,3476.8024492037,2.0291422325,0.2001542112,95.876827878,118.3615815327,422.7898920632,0
4.5160855324,458.9034601262,2.6246346654,0.7524092332,225.9938795638,143.2650686952,1437.9552202388,0
5.6694717038,3247.1630011849,1.0767231096,0.6214644227,233.3633116611,100.0716720769,907.7726583263,0
4.9709935718,3249.7300457942,2.3856023973,0.8709675999,102.7002247383,153.9544614771,1254.3049011219,0
7.0899277174,2686.2793306486,2.0352596568,0.5778770814,224.7946065427,192.9380957657,425.0577021668,0
4.1870211084,4693.996653296,2.059751251,0.6149030146,144.7270804784,18.7314905215,1605.7519433117,0
6.6152862578,1627.3462753148,1.6124784905,0.8378413809,21.7071773224,176.2210296713,736.3248728231,0
6.0754466171,4686.3714771087,2.3562450031,0.4144298125,206.8602626716,68.7959272633,771.3393077936,0
7.4883914728,3778.872132781,2.2894399548,0.3552896432,14.7482487465,6.211375207,1242.108134263,0
6.6671145236,2733.1580331749,2.6815701439,0.0334265331,110.0256229278,47.4140782348,1060.3640458671,0
4.2533173762,4775.2450436983,1.4465108021,0.9223077755,127.767946511,197.104826651,1241.8992518824,0
7.2579150246,126.2100446017,2.4964776124,0.9030506531,41.9161700937,19.2251703464,1021.7734322161,0
7.2678761715,2757.6941449332,2.0549129274,0.1411261183,0.236853328,162.0280181491,448.8767570766,0
6.2184743656,4581.6206271244,1.4173038263,0.6652728362,23.6095730123,120.7510287675,578.6839256204,0
6.5758374618,1576.0333444902,1.9267820176,0.599430542,51.3820231999,148.3275637235,814.4885790826,0
6.3183015097,875.5869484269,2.3762353184,0.1281880728,127.606948881,49.4412147478,1572.2379240279,0
4.9171225158,4420.4148013375,2.7836404228,0.1964413152,184.1537835023,17.543528344,965.6130693228,0
6.4966260533,3331.1739095646,2.2494013388,0.2825408637,113.4074848303,20.5892289401,1522.3387947371,0
5.7636107888,3572.9515984937,1.4978870496,0.3244382286,100.264601178,5.1484819494,879.7813838121,0
6.8115660073,4496.7626291737,2.0364366313,0.4555016952,9.2473856098,175.8408675171,322.117362824,0
7.3066252807,2497.1596185717,1.6838689871,0.9242184348,7.317297933,116.2849789738,1233.1852916489,0
4.7676214042,2201.548413616,2.3045280119,0.7271311969,0.215057612,187.3706860182,579.6931330678,0
4.8175315198,1391.0198838999,1.0756402731,0.1230521236,295.9049768832,63.0433474755,496.0118535764,0
4.3744694141,3625.3538415829,2.7091373281,0.2569522995,6.2728537006,44.6180036891,396.0766743545,0
4.3618822782,2214.3897872535,1.4598367417,0.5159458785,76.0481259772,188.1074602206,1840.1047454747,0
5.9838213675,1836.6775607382,1.7622937641,0.4118522831,218.2737966405,90.3277991038,1756.44090906,0
7.3043317508,1746.1361515568,2.1213889628,0.0950565368,60.1407143299,82.693153342,650.544617033,0
7.0679617178,875.6026546896,1.9113216431,0.6056992405,207.5591724483,76.6138739453,1777.468416832,0
5.9891170288,2253.588124193,1.1344812681,0.4646894684,246.2207522447,122.9082036443,1714.6761713395,0
5.7290408471,680.462354963,1.0272796917,0.3032195467,209.3971414493,158.0519807883,802.7798188546,0
5.7347887231,2163.482631727,1.8210455687,0.2313487132,40.9113315088,39.3377116462,394.0650581777,0
4.6934575964,145.0843983644,2.2545168013,0.3163754074,291.9434134281,38.7434101553,887.9085695263,0
5.2524440552,141.4123307061,2.6784159061,0.0319944601,282.0539504188,178.4148702187,1210.3872573461,0
5.9025845122,3303.5118224852,1.7741000239,0.6472222834,13.4305166065,10.8095254699,1077.2917133532,0
5.9236780539,4450.3064376455,1.2093212678,0.8226479272,63.0142011876,78.816729702,838.2241392066,0
5.400543455,837.4279405557,2.0071401488,0.8016425898,132.4602031137,98.1227151796,1742.9048949782,0
6.4712034012,2503.226601747,1.5153912964,0.8849267468,173.1061205072,44.2295220221,757.5035794846,0
6.8109658113,316.3132542285,2.9841843741,0.1303516797,238.8205576191,78.9550633543,1136.7675115887,0
7.0822770211,2123.2648289872,2.0749875073,0.0492996624,0.7042421602,48.9599746003,1456.9912579619,0
4.4244271268,657.4335981423,1.8219212161,0.6478370386,213.6215976744,35.6901348197,435.2998505325,0
7.2913896188,1377.2652745543,2.7066929952,0.8634914505,231.7567775288,33.7667213305,1697.0624807321,0
6.6923769573,3023.9426515205,1.6744040703,0.2625086043,36.5667636241,101.9514133802,1294.9434883667,0
5.2576864668,2429.2594316363,1.7270289147,0.6410060573,270.377762339,32.7840524094,948.3949768353,0
4.4930401138,3162.2244749984,2.457741019,0.9319127326,83.6615778783,190.0422411731,407.5465420951,0
6.1105485218,379.9503247823,2.7875483755,0.5298090571,200.8045052288,166.3147851821,555.5280582227,0
4.1350704668,4406.517614973,1.6298664549,0.1289789079,140.5383711261,119.6612151392,352.6500258183,0
4.9621348039,260.7193839568,1.8406707784,0.8951000291,294.7957234481,127.4095107007,574.7840794338,0
7.170472865,2629.6143336803,1.3074986242,0.9217266695,227.2407152169,146.3410545446,1505.6071964505,0
4.7011893738,1133.9327893669,2.3765859969,0.2197227501,131.6015090409,156.4003651188,1632.7192807663,0
5.5864162038,3981.7306975487,2.6772435924,0.6547757513,68.5277556925,54.8023560771,835.2299641949,0
4.4088143771,1438.4821398127,1.4190384486,0.4553287498,272.5312643617,20.8960633508,1524.4554707106,0
6.4054905154,569.1955734505,2.8451448098,0.5684722022,109.1176563407,151.3077166991,737.5212792828,0
6.4272844297,294.584917104,2.6788160752,0.448170847,191.0078743074,44.2475639613,1451.0253115194,0
6.7028409656,2418.7446157336,2.2354538481,0.4563259238,268.2274107774,99.5738361029,1731.074805349,0
6.8047322039,2111.473624607,1.4601689837,0.4060821326,247.8652127326,45.5265071639,1191.5417879582,0
6.8213386179,1832.0396281291,2.284419274,0.245631574,32.7838336104,158.8768450186,468.2466597948,0
4.9498348828,4290.0361677875,1.6929385742,0.9730453495,293.9203004322,53.6552040907,369.6629778248,0
6.4677214947,2309.8338629769,1.2015056879,0.707522819,9.3524727336,174.0393380984,535.7092994926,0
4.4455915756,960.7942600461,2.920532717,0.6931693603,240.4114606391,79.5269971466,871.7316367584,0
4.8206940237,2455.1753387308,2.1036574671,0.6317748437,77.1355511996,189.7308161806,588.5894469521,0
7.3797861117,172.7950002868,1.9622513836,0.3333678381,134.7370241791,114.1329157962,1040.5015686216,0
5.4519639761,3690.3447355252,2.3717525502,0.833271282,74.9876943718,121.9057019508,1294.8311351679,0
5.2940823381,2481.6819553231,1.6275642866,0.1418443976,64.1403631988,21.1027292802,1461.2182778232,0
6.3125458759,4757.9712207414,2.4593568273,0.0520458388,265.2735521787,172.5350325891,1053.6445453136,0
6.0505206768,4882.7838291154,2.0646087277,0.9053218284,24.9116273431,38.2103737417,1049.2834038502,0
6.0466488292,4099.5164741277,2.9765242303,0.3888514965,14.224690842,160.2343006591,1327.4472224408,0
4.694900006,2524.659437445,2.4846204911,0.7704117871,149.8855235996,61.0429060258,1955.3623894654,0
6.3217691383,2100.3638447969,1.5609264484,0.731102983,72.6550336781,34.3419977947,1200.7176112355,0
5.0149558743,3181.6352101257,1.2358773497,0.6549411046,84.9889583993,0.0485868869,515.7912980461,0
7.2676538224,4350.0377316653,1.4672180641,0.7783719045,182.5714779522,194.18094229,935.1296212079,0
6.3851121438,411.3250398772,1.7924946936,0.9638176612,161.694262335,57.575900667,504.4606373186,0
6.4623491906,3259.7946128057,1.7478774272,0.9509413519,6.6608438964,60.7447703264,1865.8181267093,0
5.1232740341,1336.0388858903,2.0684408199,0.8238017499,30.9440282635,188.6041419291,1651.623898008,0
4.6343758944,3588.839009871,1.7699174453,0.4022946781,234.9870277317,192.5569615961,515.3149838402,0
5.4722058291,2456.6138796131,1.7526236339,0.3631891237,15.6806002685,137.1077241125,1041.5645091041,0
4.6817783093,4098.5641612801,2.6051214963,0.4863916281,89.5351983443,127.6185451593,789.8586308216,0
4.8260277561,3679.521804729,1.0806504794,0.094768471,2.0364522071,30.5886372951,417.2830148078,0
7.4853082872,1515.168852775,1.2985360253,0.240996258,280.837671462,104.0320446049,920.1907637234,0
7.0568701027,2035.4523256903,1.6700171399,0.2072825225,113.3390471728,63.3368712034,1451.4167308068,0
5.0135394663,2928.2787574706,1.1317843301,0.1912891567,122.2215814834,187.3898507817,941.3283757167,0
6.3242594242,1349.9273898649,1.2540671519,0.0585366001,91.6240495628,31.5322053594,595.8177616274,0
6.6626575794,177.6065476299,2.1156202515,0.3794613806,151.9649999726,112.5660474429,832.7250805774,0
5.0328810106,3693.669061741,2.7425539762,0.1925816325,29.2856281605,179.5591612784,894.8222882006,0
5.9296108673,1861.761408148,1.2516046727,0.5893316449,157.5422555309,40.5987118382,1068.1773759089,0
6.7893162641,2993.0879052287,1.1938346541,0.5480214972,210.8214897869,158.5406811562,1369.4998836783,0
4.5343035759,3579.8490062918,2.3546836922,0.0244268829,123.5243002771,66.5900493925,1438.0005092312,0
4.7564753431,2995.2724225739,2.8264119236,0.7978023722,276.437320865,195.7011933865,318.1392159105,0
6.1795944673,2122.9130490187,2.7197089807,0.251814702,294.3088467345,122.7415939088,1649.013583789,0
4.2995984349,998.9436353184,2.5168073461,0.021986522,245.0633957681,2.7898037384,1417.1020264042,0
5.2778287208,3096.3247783241,2.392062814,0.3424752192,32.3887344333,13.9291735497,1301.1912383563,0
5.8222937381,3736.7849446936,2.01947102,0.42244579,119.4261534709,5.2893805195,870.4472428843,0
7.4160705513,4380.4223235127,1.6587561341,0.5877954051,254.1890236606,88.25486735,330.5283683753,0
4.2607866164,2600.9243346087,2.9388787514,0.6932095422,21.2748574316,37.8721751584,1611.2493434687,0
6.9450391598,3126.7034723241,2.2888463393,0.0283374504,248.5590778745,157.6550416342,740.3597449757,0
6.4803685199,1152.7875714825,1.0806603221,0.2011365426,53.5886630263,67.549599347,1011.3641451983,0
5.7798861202,2436.0939899908,1.5413492119,0.0291706686,181.5304866711,79.1489659695,807.7426675588,0
7.0342936499,3759.042208211,2.7155310967,0.4949827947,39.279375638,139.2442872243,650.3254258932,0
5.5443038418,418.5038658496,2.6506168048,0.125940641,270.9292521148,172.8461204523,1089.7906995467,0
6.6052887151,3135.280861709,2.6061512847,0.4318051008,235.7425452733,92.491363413,1899.6418393328,0
5.7023023529,2366.8344324753,2.5701437231,0.8215776918,166.3467342964,35.959562699,1095.1889926279,0
7.3882537602,3789.632345892,2.6223252078,0.0328254988,140.3578387902,129.3242267315,1711.0555621677,0
4.1724577875,4276.9505396452,2.0968018735,0.1973139706,95.1765649349,56.3859103503,1202.4603582904,0
4.1808998797,876.8271766496,2.6253860868,0.1326039907,70.0188808374,90.6741211208,1179.1055097927,0
6.6726366786,2291.9288906643,2.5797292421,0.618346307,33.9299218271,31.2662876786,1042.9573332646,0
5.3891128758,3743.3669212228,2.1614742796,0.388133081,51.2280850351,45.3674204651,1278.3517313974,0
5.4820358171,2623.1447934173,1.3413548706,0.6629062523,255.7616222568,51.5879013574,1135.5741839141,0
7.4143456516,1732.8845286986,2.1900926898,0.0901957002,181.8045007438,17.9263546609,1930.7002400505,0
6.5048192823,3961.982961865,2.4082087215,0.5897290361,134.9738343257,171.6746759522,1926.6206348232,0
5.7466266052,4664.5217408608,2.16666582,0.5383841869,136.3448198866,41.857552306,306.3234233907,0
4.845271794,2597.6435408575,1.7599199045,0.448485228,294.1944658692,70.0544741339,1068.7109969122,0
4.4673044297,334.9928889412,2.5508190292,0.5706831751,228.2114418132,29.9725597773,1272.1089110106,0
4.8877486602,1217.5029028101,1.0230520281,0.1303407236,92.7804334499,23.3757521182,1975.9593486986,0
5.0802142698,738.5873388414,1.3981646257,0.5877032283,19.2130571594,172.4868260282,1934.5494547032,0
4.8636159723,2305.4668160952,1.0442689021,0.6407102247,124.1778174158,54.0116932203,651.6230880482,0
6.2890807718,2139.4634520583,1.3593185781,0.6891090815,169.521684911,171.7344109859,499.70902809,0
6.7498331068,3400.2322554046,1.2300218737,0.6948207299,132.464186664,188.9969571112,540.7392960504,0
6.2499168679,1971.7022227684,2.9136293412,0.3299748953,288.6557728475,180.2971702202,759.6515000281,0
6.8123962189,4978.4605888372,1.5053260043,0.4367771693,156.05422097,58.9862271608,325.9502273983,0
4.7704523547,1481.4907332746,1.8871994026,0.1711024784,261.9763070075,140.9822265463,444.8408118514,0
6.275323579,3302.9167343875,2.9124423473,0.0030208714,74.3797349417,185.5582958751,1884.6276561771,0
6.5220524678,3852.240273133,1.1829659159,0.5138758348,69.4748973867,36.2436087227,1677.5156085097,0
4.4726334784,2396.3930212823,2.8771564792,0.1858320556,293.3980271215,198.8575971522,1244.5491629601,0
4.5954995906,1648.9139509104,1.8489856654,0.3093242244,84.190673963,194.4459418433,560.7202066068,0
6.5666476805,102.010418252,2.1923653388,0.915943004,86.380228228,37.1051950515,1407.8556512933,0
6.4941049255,3471.3495428647,1.63863376,0.2522024022,286.7756399886,184.659901654,1077.4382368178,0
6.9616785315,2316.3850404081,1.8487780361,0.1567629476,127.9218169476,107.48338772,338.2573566288,0
5.5543955181,3928.6454701365,2.3600921127,0.6351569889,272.8666285312,3.606401965,1246.9808965268,0
6.7557209694,2752.5433752362,1.6477911052,0.1362505651,266.2689215449,94.1524784775,1792.7958348757,0
6.0504824285,3403.5413714135,2.6085223088,0.6591555446,119.4164522037,102.7266767857,1665.177391949,0
5.3077760373,2001.7951381656,1.1913802321,0.9145844352,27.3108944836,129.6418354897,1002.4306139648,0
5.4196678659,3429.8039992062,1.1341874653,0.593705783,231.6095357917,165.6425515773,589.9016619694,0
7.1409666753,3315.1158500525,2.7637096016,0.4852807171,162.6100035292,183.8076554057,1829.846223703,0
5.5685630568,1444.6218950148,1.7863408691,0.3877643285,86.0600624948,53.7159208666,1763.8069920155,0
4.2445167224,3420.294792288,1.3456401029,0.3445058934,18.4629102405,53.9947273711,1606.3158208993,0
7.0975536359,1185.4830443216,1.9270956785,0.4703240479,262.0725917279,152.5598105752,1172.2312712257,0
6.3476152017,4252.0397641559,1.0190779081,0.4028900311,272.1729501831,148.0626061688,1222.8303363679,0
5.8537558446,1804.0734782618,2.0410410673,0.6553831995,125.5089115286,142.8306292784,1764.0947863427,0
4.5413969686,2312.5804118054,1.8160401826,0.687464804,74.9602395774,128.0501829905,1791.7317109435,0
5.4634605993,4563.9769298982,2.9863274779,0.1060920499,69.9159563955,190.0759502964,1929.1570670184,0
4.3419754639,173.492651848,1.3222000465,0.9960127834,53.9998849832,100.5095213444,1742.3101349319,0
4.0714056374,3061.9960130665,1.5540508977,0.8623349164,85.0383447792,137.3511440564,1446.1733751606,0
4.775227421,270.5160793549,1.8184991476,0.289193152,242.6933248841,160.0728376911,1076.9407187275,0
6.1227927886,3060.8716283359,2.6543162969,0.4250024141,82.6340039372,53.0069836281,1211.5268747798,0
5.5720187096,2256.5917778262,1.1822746782,0.7186037407,64.1210063946,39.3907260417,1001.6891444716,0
4.7972241957,2960.9055098093,1.7429266787,0.4489117226,161.1507964812,40.7071044964,564.7777588714,0
7.0814766601,2225.246143874,1.8241872193,0.0356121503,149.3928907762,110.8339443222,1250.0294806229,0
6.4746090926,969.660991456,1.5044462685,0.8107304652,284.151185053,27.1865494735,1146.0042426589,0
4.7496168846,394.3585249394,1.6510066763,0.1436876252,212.9799220303,106.7450827343,544.5186006835,0
4.0323455594,4059.9695402187,1.3523888123,0.6062166422,101.076573923,117.097187663,836.61116587,0
4.3042884624,1192.455041933,1.376117133,0.4280193524,197.4851350278,52.7612149893,320.5188900111,0
5.8162807749,3068.221497859,2.925740988,0.5894708031,141.3517678134,114.6803251795,1877.4310707655,0
6.8993235096,1682.5957934827,1.4745087273,0.2626336124,151.3263119146,148.8098902457,1155.472652211,0
4.2372873854,3645.5454321559,2.6119402573,0.2894978651,199.237721785,85.3183802109,1811.5029047367,0
6.9582894536,2674.6167917173,2.3830110916,0.883349701,148.7151030235,62.6501480978,1581.2324344463,0
4.7702318917,2003.8026252296,2.7314544742,0.7244223403,121.1433015743,42.9489004817,905.1462644148,0
4.9943645223,962.8375109249,2.4866658271,0.2520698869,136.2502410503,77.1718893672,1969.5315436806,0
5.3688228545,491.9141657041,1.1796515051,0.5907537214,179.8090655215,83.7517980965,1034.1342769305,0
4.1887640399,2631.0779009074,2.0094789508,0.1495493186,31.1518158333,24.7144981199,471.7480190351,0
6.1339786844,1062.7649967743,1.5028603044,0.1735721442,287.3505913346,170.9234926304,691.8412234976,0
5.1464820287,1128.4749272945,1.9837519189,0.0196105325,201.410402669,104.6316299635,1827.6861781119,0
4.5753743951,4040.1353056996,2.5839220289,0.1271811892,119.5677672432,34.0305282289,733.0248507778,0
4.9213616119,2825.5583307263,1.8228218635,0.947732804,37.9110425841,194.73842697,692.0856883642,0
6.7050587773,1760.9526382468,1.2861627908,0.8578891852,92.6582697709,131.7710808454,1262.9542646473,0
5.6511470829,2529.5154159779,2.4644758282,0.0877729141,200.4541985874,179.1624202797,398.2399349338,0
